input_raw,input,output,output_raw
"không gian phòng lạnh rất mát mẻ trang trí đẹp sáng sủa, đồ ăn của quán ngon và khá nhiều giá cả cũng ổn","không gian phòng lạnh rất mát mẻ trang trí đẹp sáng sủa , đồ ăn của quán ngon và khá nhiều giá cả cũng ổn",chất lượng đồ ăn tốt vì đồ ăn ngon và lựa chọn đồ ăn tốt vì đồ ăn nhiều và không gian tốt vì không gian phòng lạnh mát mẻ và không gian tốt vì trang trí đẹp sáng sủa và giá tiền đồ ăn tạm vì giá cả ổn,"{FOOD#QUALITY,đồ ăn,positive,ngon}; {FOOD#STYLE&OPTIONS,đồ ăn,positive,nhiều}; {AMBIENCE#GENERAL,không gian phòng lạnh,positive,mát mẻ}; {AMBIENCE#GENERAL,trang trí,positive,đẹp sáng sủa}; {FOOD#PRICES,giá cả,neutral,ổn}"
bia ngon đồ ăn trung bình nhưng thái độ nhân viên quá tệ anh mình có xin nhân viên vài cây tăm nhưng nhân viên không nói phớt lờ lời nói anh mình,bia ngon đồ ăn trung bình nhưng thái độ nhân viên quá tệ anh mình có xin nhân viên vài cây tăm nhưng nhân viên không nói phớt lờ lời nói anh mình,dịch vụ tệ vì thái độ nhân viên tệ và chất lượng đồ ăn tạm vì đồ ăn trung bình và chất lượng đồ uống tốt vì bia ngon,"{SERVICE#GENERAL,thái độ nhân viên,negative,tệ}; {FOOD#QUALITY,đồ ăn,neutral,trung bình}; {DRINKS#QUALITY,bia,positive,ngon}"
thức ăn thì ổn nhưng lên món rất rất chậm,thức ăn thì ổn nhưng lên món rất rất chậm,dịch vụ tệ vì lên món chậm và chất lượng đồ ăn tạm vì thức ăn ổn,"{SERVICE#GENERAL,lên món,negative,chậm}; {FOOD#QUALITY,thức ăn,neutral,ổn}"
- giá hơi cao so với các sushi khác nhưng bù lại chất lượng rất tốt.,- giá hơi cao so với các sushi khác nhưng bù lại chất lượng rất tốt .,nhà hàng nói chung tốt vì chất lượng tốt và giá tiền nhà hàng tệ vì giá cao,"{RESTAURANT#GENERAL,chất lượng,positive,tốt}; {RESTAURANT#PRICES,giá,negative,cao}"
không gian khá đẹp nhưng quán vắng khách pizza thì là pizza nướng lại của hôm trước cứng rốp nhân viên phục vụ khá ok giá cả đắt phù hợp cho đặt tiệc,không gian khá đẹp nhưng quán vắng khách piza thì là piza nướng lại của hôm trước cứng rốp nhân viên phục vụ khá ok giá cả đắt phù hợp cho đặt tiệc,nhà hàng nói chung tạm vì quán vắng và dịch vụ tạm vì nhân viên phục vụ ok và chất lượng đồ ăn tệ vì pizza cứng rốp và giá tiền nhà hàng tệ vì giá cả đắt và không gian tốt vì không gian đẹp,"{RESTAURANT#GENERAL,quán,neutral,vắng}; {SERVICE#GENERAL,nhân viên phục vụ,neutral,ok}; {FOOD#QUALITY,pizza,negative,cứng rốp}; {RESTAURANT#PRICES,giá cả,negative,đắt}; {AMBIENCE#GENERAL,không gian,positive,đẹp}"
"không gian rộng, nhưng món ăn chưa phong phú lắm.","không gian rộng , nhưng món ăn chưa phong phú lắm .",lựa chọn đồ ăn tệ vì món ăn chưa phong phú và không gian tốt vì không gian rộng,"{FOOD#STYLE&OPTIONS,món ăn,negative,chưa phong phú}; {AMBIENCE#GENERAL,không gian,positive,rộng}"
vị trí rất dễ tìm chất lượng thực sự mình không thích vị nước lẩu ở quán lắm vì cảm thấy hơi nhiều cà chua,vị trí rất dễ tìm chất lượng thực sự mình không thích vị nước lẩu ở quán lắm vì cảm thấy hơi nhiều cà chua,chất lượng đồ ăn tệ vì vị nước lẩu không thích và địa chỉ tốt vì vị trí dễ tìm và lựa chọn đồ ăn tệ vì nước lẩu #tệ,"{FOOD#QUALITY,vị nước lẩu,negative,không thích}; {LOCATION#GENERAL,vị trí,positive,dễ tìm}; {FOOD#STYLE&OPTIONS,nước lẩu,negative,null}"
quán ăn ngon nhân viên nhiệt tình thời gian đợi món không quá lâu,quán ăn ngon nhân viên nhiệt tình thời gian đợi món không quá lâu,nhà hàng nói chung tốt vì nó ngon và dịch vụ tốt vì nhân viên nhiệt tình và dịch vụ tạm vì thời gian đợi món không quá lâu,"{RESTAURANT#GENERAL,null,positive,ngon}; {SERVICE#GENERAL,nhân viên,positive,nhiệt tình}; {SERVICE#GENERAL,thời gian đợi món,neutral,không quá lâu}"
quán rộng rãi thoáng mát đồ ăn tạm món ngon món bình thường,quán rộng rãi thoáng mát đồ ăn tạm món ngon món bình thường,chất lượng đồ ăn tạm vì đồ ăn tạm và nhà hàng nói chung tốt vì quán rộng rãi thoáng mát,"{FOOD#QUALITY,đồ ăn,neutral,tạm}; {RESTAURANT#GENERAL,quán,positive,rộng rãi thoáng mát}"
"ngon chuẩn bài bít tết bò , bình quân suất 120k","ngon chuẩn bài bít tết bò , bình quân suất giá tiền",chất lượng đồ ăn tốt vì bít tết bò ngon và giá tiền đồ ăn tạm,"{FOOD#QUALITY,bít tết bò,positive,ngon}; {FOOD#PRICES,null,neutral,null}"
thái độ các bạn phục vụ tốt nhưng thời gian lên thức ăn rất chậm có món vịt quay thơm phức nhé,thái độ các bạn phục vụ tốt nhưng thời gian lên thức ăn rất chậm có món vịt quay thơm phức nhé,dịch vụ tốt vì thái độ tốt và dịch vụ tệ vì thời gian lên thức ăn chậm và chất lượng đồ ăn tốt vì món vịt quay thơm phức,"{SERVICE#GENERAL,thái độ,positive,tốt}; {SERVICE#GENERAL,thời gian lên thức ăn,negative,chậm}; {FOOD#QUALITY,món vịt quay,positive,thơm phức}"
không gian rộng rãi sạch sẽ nhưng chỗ ngồi ăn hơi nhỏ,không gian rộng rãi sạch sẽ nhưng chỗ ngồi ăn hơi nhỏ,không gian tốt vì không gian rộng rãi sạch sẽ và vấn đề khác tệ vì chỗ ngồi ăn nhỏ,"{AMBIENCE#GENERAL,không gian,positive,rộng rãi sạch sẽ}; {RESTAURANT#MISCELLANEOUS,chỗ ngồi ăn,negative,nhỏ}"
không gian quán sạch sẽ thoáng mát nhân viên phục vụ chu đáo nhưng đồ ăn lên hơi chậm 2,không gian quán sạch sẽ thoáng mát nhân viên phục vụ chu đáo nhưng đồ ăn lên hơi chậm num,dịch vụ tốt vì nhân viên phục vụ chu đáo và dịch vụ tệ vì đồ ăn lên chậm và không gian tốt vì không gian sạch sẽ thoáng mát,"{SERVICE#GENERAL,nhân viên phục vụ,positive,chu đáo}; {SERVICE#GENERAL,đồ ăn lên,negative,chậm}; {AMBIENCE#GENERAL,không gian,positive,sạch sẽ thoáng mát}"
quán khá đông khách nên đôi khi phải chờ hơi lâu nhưng bù lại đồ ăn chất lượng và hấp dẫn,quán khá đông khách nên đôi khi phải chờ hơi lâu nhưng bù lại đồ ăn chất lượng và hấp dẫn,nhà hàng nói chung tạm vì quán đông khách và dịch vụ tệ vì chờ lâu và chất lượng đồ ăn tốt vì đồ ăn chất lượng và lựa chọn đồ ăn tốt vì đồ ăn hấp dẫn,"{RESTAURANT#GENERAL,quán,neutral,đông khách}; {SERVICE#GENERAL,chờ,negative,lâu}; {FOOD#QUALITY,đồ ăn,positive,chất lượng}; {FOOD#STYLE&OPTIONS,đồ ăn,positive,hấp dẫn}"
menu thì rất nhiều món đã hết phục vụ rất chậm phải chờ đợi rất lâu mới có món có món đọi đến giờ về cũng không có mì thì nấm bị chua còn lại ướp cũng tạm thôi,thực đơn thì rất nhiều món đã hết phục vụ rất chậm phải chờ đợi rất lâu mới có món có món đọi đến giờ về cũng không có mì thì nấm bị chua còn lại ướp cũng tạm thôi,dịch vụ tệ vì phục vụ chậm và chất lượng đồ ăn tệ vì nấm chua và chất lượng đồ ăn tạm vì ướp tạm và lựa chọn đồ ăn tệ vì menu nhiều món đã hết,"{SERVICE#GENERAL,phục vụ,negative,chậm}; {FOOD#QUALITY,nấm,negative,chua}; {FOOD#QUALITY,ướp,neutral,tạm}; {FOOD#STYLE&OPTIONS,menu,negative,nhiều món đã hết}"
vị trí khó tìm mình phải nhờ bản đổ chỉ dẫn trên foody mới mò ra được không gian rộng rãi đẹp sạch sẽ,vị trí khó tìm mình phải nhờ bản đổ chỉ dẫn trên fody mới mò ra được không gian rộng rãi đẹp sạch sẽ,không gian tốt vì không gian rộng rãi đẹp sạch sẽ và địa chỉ tệ vì vị trí khó tìm,"{AMBIENCE#GENERAL,không gian,positive,rộng rãi đẹp sạch sẽ}; {LOCATION#GENERAL,vị trí,negative,khó tìm}"
phục vụ không nhiệt tình thái độ không lịch sự xứng đáng 2 sao cho trang trí quán đẹp,phục vụ không nhiệt tình thái độ không lịch sự xứng đáng num sao cho trang trí quán đẹp,dịch vụ tệ vì thái độ không lịch sự và dịch vụ tệ vì phục vụ không nhiệt tình và không gian tốt vì trang trí đẹp và dịch vụ tệ vì thái độ không lịch sự,"{SERVICE#GENERAL,thái độ,negative,không lịch sự}; {SERVICE#GENERAL,phục vụ,negative,không nhiệt tình}; {AMBIENCE#GENERAL,trang trí,positive,đẹp}; {SERVICE#GENERAL,thái độ,negative,không lịch sự}"
đồ ăn phụ ngon nhưng mà ít mà trình bày ko đẹp,đồ ăn phụ ngon nhưng mà ít mà trình bày không đẹp,chất lượng đồ ăn tốt vì đồ ăn phụ ngon và lựa chọn đồ ăn tệ vì đồ ăn phụ ít và lựa chọn đồ ăn tệ vì trình bày ko đẹp,"{FOOD#QUALITY,đồ ăn phụ,positive,ngon}; {FOOD#STYLE&OPTIONS,đồ ăn phụ,negative,ít}; {FOOD#STYLE&OPTIONS,trình bày,negative,ko đẹp}"
giá hơi cao so với các quán khác nhưng thịt ngon dịch vụ tốt,giá hơi cao so với các quán khác nhưng thịt ngon dịch vụ tốt,dịch vụ tốt vì dịch vụ tốt và chất lượng đồ ăn tốt vì thịt ngon và giá tiền nhà hàng tệ vì giá cao,"{SERVICE#GENERAL,dịch vụ,positive,tốt}; {FOOD#QUALITY,thịt,positive,ngon}; {RESTAURANT#PRICES,giá,negative,cao}"
công bằng mà nói quán này rất đông khách dù trong hẻm sâu chứng tỏ phải khá ngon,công bằng mà nói quán này rất đông khách dù trong hẻm sâu chứng tỏ phải khá ngon,nhà hàng nói chung tạm vì khách đông và chất lượng đồ ăn tốt vì nó ngon và địa chỉ tệ vì nó hẻm sâu,"{RESTAURANT#GENERAL,khách,neutral,đông}; {FOOD#QUALITY,null,positive,ngon}; {LOCATION#GENERAL,null,negative,hẻm sâu}"
đồ ăn ngon nhưng không gian bị phá hỏng bởi tiếng ồn,đồ ăn ngon nhưng không gian bị phá hỏng bởi tiếng ồn,chất lượng đồ ăn tốt vì đồ ăn ngon và không gian tệ vì không gian ồn,"{FOOD#QUALITY,đồ ăn,positive,ngon}; {AMBIENCE#GENERAL,không gian,negative,ồn}"
rau nhiều loại sạch sẽ thịt thái 5 miếng mỏng dính thổi chắc bay ăn không có gì đặc sắc,rau nhiều loại sạch sẽ thịt thái num miếng mỏng dính thổi chắc bay ăn không có gì đặc sắc,chất lượng đồ ăn tạm vì thịt #tạm và chất lượng đồ ăn tốt vì rau sạch sẽ và lựa chọn đồ ăn tốt vì rau nhiều loại và lựa chọn đồ ăn tệ vì thịt mỏng dính,"{FOOD#QUALITY,thịt,neutral,null}; {FOOD#QUALITY,rau,positive,sạch sẽ}; {FOOD#STYLE&OPTIONS,rau,positive,nhiều loại}; {FOOD#STYLE&OPTIONS,thịt,negative,mỏng dính}"
đồ ăn ngon giá hơi cao tí nhưng chất lượng tốt,đồ ăn ngon giá hơi cao tí nhưng chất lượng tốt,chất lượng đồ ăn tốt vì đồ ăn ngon và giá tiền đồ ăn tệ vì giá cao và chất lượng đồ ăn tốt vì chất lượng tốt,"{FOOD#QUALITY,đồ ăn,positive,ngon}; {FOOD#PRICES,giá,negative,cao}; {FOOD#QUALITY,chất lượng,positive,tốt}"
điểm cộng đồ ăn ngon vừa miệng chuyên nghiệp điểm trừ nước giá cao trà đá 15k sữa thái 45k và xôi xoài cũng tới 69k,điểm cộng đồ ăn ngon vừa miệng chuyên nghiệp điểm trừ nước giá cao trà đá giá tiền sữa thái giá tiền và xôi xoài cũng tới giá tiền,chất lượng đồ ăn tốt vì đồ ăn ngon vừa miệng chuyên nghiệp và giá tiền đồ uống tệ vì giá cao và giá tiền đồ ăn tạm vì xôi xoài #tạm và giá tiền đồ uống tạm vì trà đá #tạm và giá tiền đồ uống tạm vì sữa thái #tạm,"{FOOD#QUALITY,đồ ăn,positive,ngon vừa miệng chuyên nghiệp}; {DRINKS#PRICES,giá,negative,cao}; {FOOD#PRICES,xôi xoài,neutral,null}; {DRINKS#PRICES,trà đá,neutral,null}; {DRINKS#PRICES,sữa thái,neutral,null}"
bữa lại chi nhánh này ăn vì thấy nó gần nhà với lại cũng vắng nghĩ bụng chắc sẽ làm nhanh ko như những chổ khác ai dè nó chẳng những lâu mà phục vụ thì cũng siêu tệ,bữa lại chi nhánh này ăn vì thấy nó gần nhà với lại cũng vắng nghĩ bụng chắc sẽ làm nhanh không như những chổ khác ai dè nó chẳng những lâu mà phục vụ thì cũng siêu tệ,nhà hàng nói chung tạm vì nó vắng và dịch vụ tệ vì nó lâu và dịch vụ tệ vì phục vụ tệ và địa chỉ tốt vì gần nhà #tốt,"{RESTAURANT#GENERAL,null,neutral,vắng}; {SERVICE#GENERAL,null,negative,lâu}; {SERVICE#GENERAL,phục vụ,negative,tệ}; {LOCATION#GENERAL,gần nhà,positive,null}"
thịt nướng rất ngon ăn nhân viên vô cùng lịch sự và chu đáo còn món lẩu cho 2 người ăn cũng rất ngon tuy nhiên giá cả mình cho là hơi đắt chưa xứng đáng lắm đồ uống cũng bình thường,thịt nướng rất ngon ăn nhân viên vô cùng lịch sự và chu đáo còn món lẩu cho num người ăn cũng rất ngon tuy nhiên giá cả mình cho là hơi đắt chưa xứng đáng lắm đồ uống cũng bình thường,dịch vụ tốt vì nhân viên lịch sự và chất lượng đồ ăn tốt vì thịt nướng ngon và chất lượng đồ ăn tốt vì lẩu cho 2 người ngon và giá tiền nhà hàng tệ vì giá cả đắt và chất lượng đồ uống tạm vì đồ uống bình thường và dịch vụ tốt vì nhân viên chu đáo,"{SERVICE#GENERAL,nhân viên,positive,lịch sự}; {FOOD#QUALITY,thịt nướng,positive,ngon}; {FOOD#QUALITY,lẩu cho 2 người,positive,ngon}; {RESTAURANT#PRICES,giá cả,negative,đắt}; {DRINKS#QUALITY,đồ uống,neutral,bình thường}; {SERVICE#GENERAL,nhân viên,positive,chu đáo}"
"Giá cả 5 sao, chất lượng phục vụ âm sao.","giá cả num sao , chất lượng phục vụ âm sao .",dịch vụ tệ vì chất lượng phục vụ #tệ và giá tiền nhà hàng tốt vì Giá cả #tốt,"{SERVICE#GENERAL,chất lượng phục vụ,negative,null}; {RESTAURANT#PRICES,Giá cả,positive,null}"
mình thường hay đến hokkaido ăn giá hơi cao nhưng đồ chất lượng lắm ạ,mình thường hay đến hokaido ăn giá hơi cao nhưng đồ chất lượng lắm ạ,nhà hàng nói chung tốt vì đồ chất lượng và giá tiền nhà hàng tệ vì giá cao,"{RESTAURANT#GENERAL,đồ,positive,chất lượng}; {RESTAURANT#PRICES,giá,negative,cao}"
không gian khá đẹp sang trọng và nhìn rất cao cấp những món ăn cũng tương đối ngon mà còn được trang trí hấp dẫn giá phù hợp không quá cao với mọi người,không gian khá đẹp sang trọng và nhìn rất cao cấp những món ăn cũng tương đối ngon mà còn được trang trí hấp dẫn giá phù hợp không quá cao với mọi người,chất lượng đồ ăn tốt vì món ăn ngon và lựa chọn đồ ăn tốt vì trang trí hấp dẫn và giá tiền nhà hàng tạm vì giá phù hợp và không gian tốt vì nó cao cấp và không gian tốt vì không gian đẹp sang trọng,"{FOOD#QUALITY,món ăn,positive,ngon}; {FOOD#STYLE&OPTIONS,trang trí,positive,hấp dẫn}; {RESTAURANT#PRICES,giá,neutral,phù hợp}; {AMBIENCE#GENERAL,null,positive,cao cấp}; {AMBIENCE#GENERAL,không gian,positive,đẹp sang trọng}"
panna cotta mỗi ly bé tí nhưng mà ngon 😂,pana cota mỗi ly bé tí nhưng mà ngon tốt,lựa chọn đồ ăn tệ vì panna cotta bé tí và chất lượng đồ ăn tốt vì panna cotta ngon,"{FOOD#STYLE&OPTIONS,panna cotta,negative,bé tí}; {FOOD#QUALITY,panna cotta,positive,ngon}"
thức ăn khá ngon nhưng thái độ phục vụ thật sự rất tệ,thức ăn khá ngon nhưng thái độ phục vụ thật sự rất tệ,dịch vụ tệ vì thái độ phục vụ tệ và chất lượng đồ ăn tốt vì thức ăn ngon,"{SERVICE#GENERAL,thái độ phục vụ,negative,tệ}; {FOOD#QUALITY,thức ăn,positive,ngon}"
