input,output_aop,output_cap
"bánh khá ngon , đặc trưng cho ẩm thực vũng tàu giá hơi đắt vì là nhà hàng nhân viên phục vụ không nhiệt tình lắm",tệ vì nhân viên phục vụ không nhiệt tình và tốt vì bánh ngon và tệ vì giá đắt,dịch vụ tệ với nhân viên phục vụ và chất lượng đồ ăn tốt với bánh và giá tiền nhà hàng tệ với giá
được nhân viên gửi xe thì ok còn lại đồ ăn quang cảnh thì ngàn chấm,tạm vì nhân viên gửi xe ok và tệ vì đồ ăn #tệ và tệ vì view #tệ,dịch vụ tạm với nhân viên gửi xe và chất lượng đồ ăn tệ với đồ ăn và địa chỉ tệ với view
quán tuy đông khách và hơi nhỏ nhưng phục vụ khá là nhanh,tạm vì quán đông và tệ vì nó nhỏ và tốt vì phục vụ nhanh,nhà hàng nói chung tạm với quán và nhà hàng nói chung tệ và dịch vụ tốt với phục vụ
"đồ ăn ngon , nhưng đồ uống hơi nhạt , phục vụ nhiệt tình , không gian đẹp ,",tốt vì phục vụ nhiệt tình và tốt vì đồ ăn ngon và tốt vì không gian đẹp và tệ vì đồ uống nhạt,dịch vụ tốt với phục vụ và chất lượng đồ ăn tốt với đồ ăn và không gian tốt với không gian và chất lượng đồ uống tệ với đồ uống
"ngoài các chương trình khuyến mãi thì giá piza hơi đắt , cũng ngon , phục vụ tốt , không gian ổn ,",tốt vì phục vụ tốt và tốt vì nó ngon và tệ vì giá pizza đắt và tạm vì các chương trình khuyến mãi #tạm và tạm vì không gian ổn,dịch vụ tốt với phục vụ và chất lượng đồ ăn tốt và giá tiền đồ ăn tệ với giá pizza và vấn đề khác tạm với các chương trình khuyến mãi và không gian tạm với không gian
ăn cũng được nhân viên quá tệ đứng num đống ngay bếp chả làm gì khách tới ful bàn chả đứa nào chịu mở cái miệng ra nói ngồi kêu order num kíp không chịu ra là quản lí đuổi hết tụi này lâu rồi,tệ vì nhân viên tệ và tệ vì nó tệ và tạm vì nó cũng đc,dịch vụ tệ với nhân viên và chất lượng đồ ăn tệ và chất lượng đồ ăn tạm
đồ ăn thì đắt mà cũng chả ngon gì cả được cái không gian tuyệt vời,tệ vì đồ ăn chả ngon và tệ vì đồ ăn đắt và tốt vì không gian tuyệt vời,chất lượng đồ ăn tệ với đồ ăn và giá tiền đồ ăn tệ với đồ ăn và không gian tốt với không gian
quán để toping là upsize và ly trái tim mỗi cái giá tiền đồ uống ngon mà tới khúc đó là nản quay đầu rồi,tốt vì topping upsize và tốt vì đồ uống ngon và tạm vì ly trái tim #tạm,lựa chọn đồ uống tốt với topping và chất lượng đồ uống tốt với đồ uống và giá tiền đồ uống tạm với ly trái tim
"đồ ăn ngon , có rất nhiều món , giá thì hơi mắt .",tốt vì đồ ăn ngon và tốt vì món nhiều và tệ vì giá mắt,chất lượng đồ ăn tốt với đồ ăn và lựa chọn đồ ăn tốt với món và giá tiền đồ ăn tệ với giá
"hải sản tươi ngon , món ăn khá hấp dẫn , giá cả ok",tốt vì Hải sản tươi và tốt vì Hải sản ngon và tốt vì món ăn hấp dẫn và tạm vì giá cả ok,lựa chọn đồ ăn tốt với Hải sản và chất lượng đồ ăn tốt với Hải sản và lựa chọn đồ ăn tốt với món ăn và giá tiền đồ ăn tạm với giá cả
đánh giá chung đồ ăn ngon không gian quán ồn ào không thoải mái,tốt vì đồ ăn ngon và tệ vì không gian ồn ào k thoải mái,chất lượng đồ ăn tốt với đồ ăn và không gian tệ với không gian
"nhà hàng trang trí đẹp nhưng giá cả đắt , món ăn nào cũng cay mà mình lại không ăn được cay : (",tạm vì món ăn cay và tệ vì giá cả đắt và tốt vì trang trí đẹp,chất lượng đồ ăn tạm với món ăn và giá tiền nhà hàng tệ với giá cả và không gian tốt với trang trí
trên lầu cũng rộng mà đông khách mới mở nha 🐮phục vụ cũng nhanh lẹ mấy bạn sinh viên chạy cũng nhanh 🐮các món ăn giá hơi cao so với chất lượng,tạm vì khách đông và tốt vì phục vụ nhanh lẹ và tốt vì trên lầu rộng và tệ vì giá cao,nhà hàng nói chung tạm với khách và dịch vụ tốt với phục vụ và không gian tốt với trên lầu và giá tiền đồ ăn tệ với giá
"quán đẹp , phục vụ không nhiệt tình , giá chát , ăn được",tốt vì Quán đẹp và tệ vì phục vụ không nhiệt tình và tệ vì giá chát và tạm vì nó được,nhà hàng nói chung tốt với Quán và dịch vụ tệ với phục vụ và giá tiền nhà hàng tệ với giá và chất lượng đồ ăn tạm
đã hợp tác với jamja thì người ta ăn giá rẻ cũng không nên có thái độ như vậy,tốt vì giá rẻ và tệ vì nó #tệ,giá tiền nhà hàng tốt với giá và dịch vụ tệ
đồ uống khá ổn nhưng giá hơi cao num tẹo,tệ vì giá cao và tốt vì đồ uống khá ổn,giá tiền đồ uống tệ với giá và chất lượng đồ uống tốt với đồ uống
"quang cảnh đẹp , âm nhạc miễn chê , nhân viên lịch sự nhưng đồ ăn không ngon , không đa dạng",tốt vì nhân viên lịch sự và tệ vì đồ ăn không ngon và tệ vì nó không đa dạng và tốt vì âm nhạc miễn chê và tốt vì view đẹp,dịch vụ tốt với nhân viên và chất lượng đồ ăn tệ với đồ ăn và lựa chọn đồ ăn tệ và vấn đề khác tốt với âm nhạc và địa chỉ tốt với view
đồ ăn vẫn ngon như mọi khi nhưng phục vụ thấy không nồng nhiệt như lúc trước,tệ vì phục vụ ko nồng nhiệt và tốt vì đồ ăn ngon,dịch vụ tệ với phục vụ và chất lượng đồ ăn tốt với đồ ăn
tệ tệ dịch vụ nhân viên nhanh nhẹn lịch sự đồ ăn lên nhanh mặc dù lúc mình đến quán rất đông khách giá cả num suất giá tiền tính ra thì đắt so với lượng thức ăn như thế,tạm vì quán đông khách và tốt vì dịch vụ nhân viên nhanh nhẹn lịch sự và tốt vì đồ ăn lên nhanh và tệ vì giá cả đắt và tạm vì giá cả #tạm,nhà hàng nói chung tạm với quán và dịch vụ tốt với dịch vụ nhân viên và dịch vụ tốt với đồ ăn lên và giá tiền nhà hàng tệ với giá cả và giá tiền nhà hàng tạm với giá cả
"chuẩn bị món ăn hơi chậm và phục vụ chưa được nhanh nhẹn niềm nở lắm , quán rộng rãi sạch sẽ",tệ vì chuẩn bị món ăn chậm và tệ vì phục vụ #tệ và tốt vì quán rộng rãi sạch sẽ,dịch vụ tệ với chuẩn bị món ăn và dịch vụ tệ với phục vụ và không gian tốt với quán
piza bình thường không ngon tệ điều gỡ gạc lại được là nhân viên dễ thương,tốt vì nhân viên dễ thương và tạm vì pizza bình thường,dịch vụ tốt với nhân viên và chất lượng đồ ăn tạm với pizza
ở đây cái gì cũng đắt chỉ có cái sạch sẽ và ăn cũng ngon nên bù lại nè,tốt vì nó ngon và tệ vì nó đắt và tốt vì nó sạch sẽ,chất lượng đồ ăn tốt và giá tiền nhà hàng tệ và nhà hàng nói chung tốt
"đồ ăn cũng ổn , giá thì hơi chát nhé , phục vụ chậm , do đói nên thứ chung ăn , không chụp được nhiều hình ,",tệ vì phục vụ chậm và tạm vì đồ ăn ổn và tệ vì giá chát,dịch vụ tệ với phục vụ và chất lượng đồ ăn tạm với đồ ăn và giá tiền đồ ăn tệ với giá
nhưng mà giá thì cao hic hic nên thỉnh thoảng mới đổi gió thui tranh thủ những ngày thứ num amp num có ưu đãi bufet lẩu đi nhóm num tính tiền num với giá khoảng giá tiền người,tệ vì giá cao và tốt vì buffet lẩu ưu đãi và tạm vì giá #tạm,giá tiền nhà hàng tệ với giá và vấn đề khác tốt với buffet lẩu và giá tiền nhà hàng tạm với giá
món cá tầm mình ăn không quen còn món đậu hủ là tệ nhất nhân viên cũng khá thân thiện,tốt vì nhân viên thân thiện và tệ vì món cá tầm hok quen và tệ vì món đậu hủ tệ,dịch vụ tốt với nhân viên và chất lượng đồ ăn tệ với món cá tầm và chất lượng đồ ăn tệ với món đậu hủ
"thức ăn cũng được mà ít quá hơi buồn cà ri đắt kinh khủng , lẩu tomyum gần giá tiền nhưng mà ăn đáng tiền nhất luôn ấy",tạm vì thức ăn cũng đc và tệ vì thức ăn ít và tệ vì cà ri đắt và tốt vì lẩu tomyum đáng tiền và tạm vì lẩu tomyum #tạm,chất lượng đồ ăn tạm với thức ăn và lựa chọn đồ ăn tệ với thức ăn và giá tiền đồ ăn tệ với cà ri và chất lượng đồ ăn tốt với lẩu tomyum và giá tiền đồ ăn tạm với lẩu tomyum
thưởng thức sườn bò mỹ rồng thượng hạng ở gyu tốt tốt thật sự mình đánh giá rất cao quán nướng nhật này về chất lượng thịt tốt giá bufet chỉ giá tiền người chưa vat chưa nước,tốt vì sườn bò mỹ rồng thượng hạng và tốt vì chất lượng thịt bò cao và tạm vì giá buffet #tạm,chất lượng đồ ăn tốt với sườn bò mỹ rồng và chất lượng đồ ăn tốt với chất lượng thịt bò và giá tiền đồ ăn tạm với giá buffet
"thịt ngon , nhưng phục vụ hơi chậm , quán lại khá đông , giá giá tiền người , thích hợp đi ăn gia đình hoặc ăn nhóm ,",tạm vì quán đông và tệ vì phục vụ chậm và tốt vì thịt ngon và tạm vì giá #tạm,nhà hàng nói chung tạm với quán và dịch vụ tệ với phục vụ và chất lượng đồ ăn tốt với thịt và giá tiền nhà hàng tạm với giá
thời gian chờ đợi cũng kéo dài nhưng đền đáp vì món ăn đều rất tươi và ngon,tốt vì món ăn ngon và tốt vì món ăn tươi và tệ vì thời gian chờ đợi kéo dài,chất lượng đồ ăn tốt với món ăn và lựa chọn đồ ăn tốt với món ăn và dịch vụ tệ với thời gian chờ đợi
có cả khu cafe trong khu bến thuyền món ăn ở ngọc sương làm khá ngon nhưng giá khá cao thích hợp để tiếp khách hay tụ hợp gia đình trong phòng bày trí giống trong bong tàu tạo cảm giác mát mẻ như đang lênh đênh trên biển,tốt vì món ăn ngon và tệ vì giá cao và tốt vì bày trí mát mẻ,chất lượng đồ ăn tốt với món ăn và giá tiền nhà hàng tệ với giá và không gian tốt với bày trí
"không gian phòng lạnh rất mát mẻ trang trí đẹp sáng sủa , đồ ăn của quán ngon và khá nhiều giá cả cũng ổn",tốt vì đồ ăn ngon và tốt vì đồ ăn nhiều và tốt vì không gian phòng lạnh mát mẻ và tốt vì trang trí đẹp sáng sủa và tạm vì giá cả ổn,chất lượng đồ ăn tốt với đồ ăn và lựa chọn đồ ăn tốt với đồ ăn và không gian tốt với không gian phòng lạnh và không gian tốt với trang trí và giá tiền đồ ăn tạm với giá cả
bia ngon đồ ăn trung bình nhưng thái độ nhân viên quá tệ anh mình có xin nhân viên vài cây tăm nhưng nhân viên không nói phớt lờ lời nói anh mình,tệ vì thái độ nhân viên tệ và tạm vì đồ ăn trung bình và tốt vì bia ngon,dịch vụ tệ với thái độ nhân viên và chất lượng đồ ăn tạm với đồ ăn và chất lượng đồ uống tốt với bia
