input,aop,cap
"món ăn đa dạng kem cũng mềm , không gian mát lạnh nhưng chờ dai cổ","{kem,mềm,positive};{món ăn,đa dạng,positive};{không gian,mát lạnh,positive};{null,null,negative}","{FOOD#QUALITY,kem,positive};{FOOD#STYLE&OPTIONS,món ăn,positive};{AMBIENCE#GENERAL,không gian,positive};{SERVICE#GENERAL,null,negative}"
"không gian thoáng mát rộng , thức ăn phong phú ! nhưng không được ngon hi vọng quán sẽ cải thiện tốt hơn thì chắc chắn mình sẽ quay lại","{thức ăn,không được ngon,neutral};{thức ăn,phong phú,positive};{không gian,thoáng mát rộng,positive}","{FOOD#QUALITY,thức ăn,neutral};{FOOD#STYLE&OPTIONS,thức ăn,positive};{AMBIENCE#GENERAL,không gian,positive}"
quán nằm ngay phố đi bộ quang cảnh trên cao ngắm phố nhân viên lịch sự dễ thương không gian rộng rãi thoáng đặc biệt là sạch sẽ món ăn chủ yếu là gà ngoài ra còn có mì ý,"{nhân viên,lịch sự dễ thương,positive};{không gian,rộng rãi thoáng,positive};{null,null,neutral};{view,trên cao,neutral};{món ăn,null,neutral}","{SERVICE#GENERAL,nhân viên,positive};{AMBIENCE#GENERAL,không gian,positive};{LOCATION#GENERAL,null,neutral};{LOCATION#GENERAL,view,neutral};{FOOD#STYLE&OPTIONS,món ăn,neutral}"
"sau khi đi ăn hôm qua , đồ ăn ở đây thật sự không ngon như trên hình , giá cả thì bình thường , chấm num star","{đồ ăn,không ngon,negative};{giá cả,bình thường,neutral}","{FOOD#QUALITY,đồ ăn,negative};{FOOD#PRICES,giá cả,neutral}"
giá cao nên đồ ăn ngon bày biện đẹp mắt hương vị đặc sắc,"{đồ ăn,ngon,positive};{hương vị,đặc sắc,positive};{bày biện,đẹp mắt,positive};{giá,cao,negative}","{FOOD#QUALITY,đồ ăn,positive};{FOOD#QUALITY,hương vị,positive};{FOOD#STYLE&OPTIONS,bày biện,positive};{RESTAURANT#PRICES,giá,negative}"
cái đường khó kiếm quá đi mà bánh tráng num da nghe ngộ mà ăn cầu kỳ quá nhưng cũng tạm được hix,"{cái đường,khó kiếm,negative};{bánh tráng 2 da,cầu kỳ,negative};{bánh tráng 2 da,tạm được,neutral}","{LOCATION#GENERAL,cái đường,negative};{FOOD#STYLE&OPTIONS,bánh tráng 2 da,negative};{FOOD#QUALITY,bánh tráng 2 da,neutral}"
"nước ngon , giá vừa túi tiền , nhân viên dễ thương lắm nha , sẽ quay lại mua ủng hộ quán tiếp","{Nước,ngon,positive};{giá,vừa túi tiền,neutral};{nhân viên,dthuong,positive}","{DRINKS#QUALITY,Nước,positive};{DRINKS#PRICES,giá,neutral};{SERVICE#GENERAL,nhân viên,positive}"
thịt ngon nhà hàng hơi đông nên lên món hơi lâu nhân viên phục vụ nhiệt tình,"{nhà hàng,đông,neutral};{lên món,lâu,negative};{nhân viên phục vụ,nhiệt tình,positive};{thịt,ngon,positive}","{RESTAURANT#GENERAL,nhà hàng,neutral};{SERVICE#GENERAL,lên món,negative};{SERVICE#GENERAL,nhân viên phục vụ,positive};{FOOD#QUALITY,thịt,positive}"
phần bọn mình thì đồ ăn rất ngon lên món hơi chậm thôi nhưng chấp nhận được vì giờ trưa cao điểm khách vô nhiều không làm nhanh được là tất nhiên,"{lên món,chấp nhận được,neutral};{đồ ăn,ngon,positive}","{SERVICE#GENERAL,lên món,neutral};{FOOD#QUALITY,đồ ăn,positive}"
"giá cả khá vừa phải , đồ ăn ổn , có chỗ để xe rất tiện , < num","{đồ ăn,ổn,neutral};{giá cả,vừa phải,neutral};{chỗ để xe,tiện,positive}","{FOOD#QUALITY,đồ ăn,neutral};{RESTAURANT#PRICES,giá cả,neutral};{RESTAURANT#MISCELLANEOUS,chỗ để xe,positive}"
đồ ăn tươi và ngon không gian hơi nhỏ lần đầu mình đến giờ trưa nên rất đông và ồn lần thứ hai thì vắng nên cảm giác dễ chịu hơn có điều cả hai lần mình đến thì thái độ nhân viên đều giống nhau không vui vẻ lắm,"{thái độ nv,không vui vẻ,negative};{đồ ăn,tươi,positive};{không gian,nhỏ,negative};{đồ ăn,ngon,positive}","{SERVICE#GENERAL,thái độ nv,negative};{FOOD#STYLE&OPTIONS,đồ ăn,positive};{AMBIENCE#GENERAL,không gian,negative};{FOOD#QUALITY,đồ ăn,positive}"
chất lượng ổn giá không cao phục vụ dễ thương,"{chất lượng,ổn,neutral};{phục vụ,dễ thương,positive};{giá,không cao,neutral}","{RESTAURANT#GENERAL,chất lượng,neutral};{SERVICE#GENERAL,phục vụ,positive};{RESTAURANT#PRICES,giá,neutral}"
quán đông nhưng phục vụ thì nhanh cực kỳ .,"{quán,đông,neutral};{phục vụ,nhanh,positive}","{RESTAURANT#GENERAL,quán,neutral};{SERVICE#GENERAL,phục vụ,positive}"
quán có khá nhiều loại nước lạ lạ nhưng giá đồ uống hơi cao,"{loại nước,nhiều,positive};{giá đồ uống,cao,negative};{nước,lạ lạ,neutral}","{DRINKS#STYLE&OPTIONS,loại nước,positive};{DRINKS#PRICES,giá đồ uống,negative};{DRINKS#STYLE&OPTIONS,nước,neutral}"
hồ có thêm cá nhưng không nhiều nhân viên phục vụ đông nhưng không nhiệt tình,"{nhân viên phục vụ,đông,positive};{hồ,null,negative};{nhân viên phục vụ,không nhiệt tình,negative}","{SERVICE#GENERAL,nhân viên phục vụ,positive};{RESTAURANT#MISCELLANEOUS,hồ,negative};{SERVICE#GENERAL,nhân viên phục vụ,negative}"
quán nằm trong khu aeon mal nên phù hợp cho gia đình nè nhưng không gian quán hơi hẹp và ít bàn ghế,"{không gian,hẹp,negative};{null,khu aeon mall,neutral};{bàn ghế,ít,negative}","{AMBIENCE#GENERAL,không gian,negative};{LOCATION#GENERAL,null,neutral};{RESTAURANT#MISCELLANEOUS,bàn ghế,negative}"
nếu như dùng gói giá tiền thì món ăn sẽ đa dạng hơn và sẽ được miễn phí nước ngọt refil thoải mái nên mình vẫn ưu tiên dùng gói giá tiền phục vụ mình thích đồng phục của nhân viên ở đây vì nó khá đẹp và lịch sự,"{đồng phục,đẹp,positive};{null,null,neutral};{món ăn,đa dạng,positive};{nước ngọt refill,free,positive};{nước ngọt refill,thoải mái,positive};{đồng phục,lịch sự,positive}","{RESTAURANT#MISCELLANEOUS,đồng phục,positive};{RESTAURANT#PRICES,null,neutral};{FOOD#STYLE&OPTIONS,món ăn,positive};{FOOD#STYLE&OPTIONS,nước ngọt refill,positive};{FOOD#STYLE&OPTIONS,nước ngọt refill,positive};{RESTAURANT#MISCELLANEOUS,đồng phục,positive}"
quán sạch sẽ phục vụ cẩn thận giá tầm giá tiền nhé hơi chát xíu,"{quán,sạch sẽ,positive};{phục vụ,cẩn thận,positive};{giá,chát,negative}","{RESTAURANT#GENERAL,quán,positive};{SERVICE#GENERAL,phục vụ,positive};{RESTAURANT#PRICES,giá,negative}"
"quán đẹp , đồ ăn ngon , món ăn đa dạng nhưng nhân viên cọc cằn khó chịu , mong quán sửa lại lỗi của nhân viên ạ","{nhân viên,cọc cằn khó chịu,negative};{đồ ăn,ngon,positive};{món ăn,đa dạng,positive};{quán,đẹp,positive}","{SERVICE#GENERAL,nhân viên,negative};{FOOD#QUALITY,đồ ăn,positive};{FOOD#STYLE&OPTIONS,món ăn,positive};{RESTAURANT#GENERAL,quán,positive}"
"đồ ăn ngon , lên món nhanh , mỗi việc lấy đũa muỗng hơi rắc rối tí","{Đồ ăn,ngon,positive};{lên món,nhanh,positive};{lấy đũa muỗng,rắc rối,negative}","{FOOD#QUALITY,Đồ ăn,positive};{SERVICE#GENERAL,lên món,positive};{RESTAURANT#MISCELLANEOUS,lấy đũa muỗng,negative}"
mì cay ở đây thì ngon rồi nhân viên cũng ok riêng có điều lúc mình sang quày thanh toán thì bạn thu ngân khuôn mặt vênh vênh thế nào ấy khiến mình cũng hơi khó chịu tầng num nvl,"{nhân viên,ok,neutral};{bạn thu ngân,null,negative};{mì cay,ngon,positive}","{SERVICE#GENERAL,nhân viên,neutral};{SERVICE#GENERAL,bạn thu ngân,negative};{FOOD#QUALITY,mì cay,positive}"
túm lại là ngon nhưng kể ra cũng hơi đắt,"{null,ngon,positive};{null,đắt,negative}","{RESTAURANT#GENERAL,null,positive};{RESTAURANT#PRICES,null,negative}"
ăn khá ngon không gian yên tĩnh có điều giá khá là cao,"{null,ngon,positive};{giá,cao,negative};{không gian,yên tĩnh,positive}","{FOOD#QUALITY,null,positive};{RESTAURANT#PRICES,giá,negative};{AMBIENCE#GENERAL,không gian,positive}"
ở đây đồ ăn làm ngon nhưng phục vụ cực kì không tốt,"{phục vụ,ko tốt,negative};{đồ ăn,ngon,positive}","{SERVICE#GENERAL,phục vụ,negative};{FOOD#QUALITY,đồ ăn,positive}"
món ăn ngon mỗi tội giá cả hơi cao cho sinh viên vào ăn không gian đẹp sang trọng sạch sẽ,"{món ăn,ngon,positive};{giá cả,cao,negative};{không gian,đẹp sang trọng sạch sẽ,positive}","{FOOD#QUALITY,món ăn,positive};{RESTAURANT#PRICES,giá cả,negative};{AMBIENCE#GENERAL,không gian,positive}"
món ăn ra hơi lâu đem về nhà ăn mình cảm nhận phần nước khá ngon ngọt thanh phần mì ổn nhưng hải sản như mực thì dai tôm thì dạng đông lạnh nên ăn hơi chán chỉ có rau củ thấy tươi ngon,"{nước,ngon ngọt thanh,positive};{mì,ổn,neutral};{mực,dai,negative};{tôm,chán,negative};{rau củ,tươi,positive};{món ăn ra,lâu,negative};{rau củ,ngon,positive}","{FOOD#QUALITY,nước,positive};{FOOD#QUALITY,mì,neutral};{FOOD#QUALITY,mực,negative};{FOOD#QUALITY,tôm,negative};{FOOD#STYLE&OPTIONS,rau củ,positive};{SERVICE#GENERAL,món ăn ra,negative};{FOOD#QUALITY,rau củ,positive}"
thức ăn ngon nữa nên đương nhiên là giá cao nhưng rất xứng đáng,"{thức ăn,ngon,positive};{giá,cao,negative}","{FOOD#QUALITY,thức ăn,positive};{FOOD#PRICES,giá,negative}"
"thực đơn đa dạng , phong phú , nhân viên phục vụ cũng rất thân thiện , giá cả tuy hơi cao , nhưng rất đáng với chất lượng , nhất định sẽ quay lại","{nhân viên phục vụ,thân thiện,positive};{menu,đa dạn,positive};{giá cả,cao,negative}","{SERVICE#GENERAL,nhân viên phục vụ,positive};{FOOD#STYLE&OPTIONS,menu,positive};{RESTAURANT#PRICES,giá cả,negative}"
đến ăn thấy quán sang đẹp đồ ăn ok mà có điều nhân viên phục vụ khá chậm,"{nhân viên phục vụ,chậm,negative};{đồ ăn,oke,neutral};{quán,sang đẹp,positive}","{SERVICE#GENERAL,nhân viên phục vụ,negative};{FOOD#QUALITY,đồ ăn,neutral};{RESTAURANT#GENERAL,quán,positive}"
"nước ngon , giá không mắc quá , mình ăn desert flab beries yogurt thấy khá ok và vô cùng đẹp mắt , thích hợp sống ảo .","{flab berries yogurt,đẹp mắt,positive};{giá,ko mắc,neutral};{nước,ngon,positive};{flab berries yogurt,ok,neutral};{null,null,positive}","{DRINKS#STYLE&OPTIONS,flab berries yogurt,positive};{DRINKS#PRICES,giá,neutral};{DRINKS#QUALITY,nước,positive};{DRINKS#QUALITY,flab berries yogurt,neutral};{RESTAURANT#GENERAL,null,positive}"
đồ ăn ngon mà gặp nhân viên gọi đồ ăn thấy chán quá,"{Đồ ăn,ngon,positive};{nhân viên oder,chán,negative}","{FOOD#QUALITY,Đồ ăn,positive};{SERVICE#GENERAL,nhân viên oder,negative}"
được chị làm cùng mời mình thử trà trái cây toping đầy ụ í trà tạm ổn ly nước to chà bá,"{topping,đầy,positive};{ly nước,to,positive};{trà,tạm ổn,neutral}","{DRINKS#STYLE&OPTIONS,topping,positive};{DRINKS#STYLE&OPTIONS,ly nước,positive};{DRINKS#QUALITY,trà,neutral}"
nhân viên thì nhiệt tình nhanh nhẹn và lịch sự có mỗi món ăn là ra hơi lâu hén còn chất lượng thì ổn,"{nhân viên,lịch sự,positive};{null,lâu,negative};{nhân viên,nhiệt tình nhanh nhẹn,positive};{chất lượng,ổn,neutral}","{SERVICE#GENERAL,nhân viên,positive};{SERVICE#GENERAL,null,negative};{SERVICE#GENERAL,nhân viên,positive};{FOOD#QUALITY,chất lượng,neutral}"
ngoại trừ thái độ nhân viên ngọc lan ra thì mọi thứ còn lại đều ok,"{thái độ nhân viên,null,negative};{mọi thứ,ok,neutral}","{SERVICE#GENERAL,thái độ nhân viên,negative};{RESTAURANT#GENERAL,mọi thứ,neutral}"
dĩa cơm sạch sẽ và an toàn không gian ok có máy lạnh buổi trưa ăn num lần trong tuần thì được vì giá cũng khá cao so với cơm tấm mộc thì món ăn mình thấy ở đây ok hơn,"{món ăn,okie,neutral};{giá,cao,negative};{không gian,okie,neutral};{dĩa cơm,an toàn,positive};{máy lạnh,có,positive};{dĩa cơm,sạch sẽ,positive}","{FOOD#QUALITY,món ăn,neutral};{RESTAURANT#PRICES,giá,negative};{AMBIENCE#GENERAL,không gian,neutral};{FOOD#STYLE&OPTIONS,dĩa cơm,positive};{RESTAURANT#MISCELLANEOUS,máy lạnh,positive};{FOOD#STYLE&OPTIONS,dĩa cơm,positive}"
thức ăn vừa miệng giá cũng không quá mắc,"{thức ăn,vừa miệng,positive};{giá,không quá mắc,neutral}","{FOOD#QUALITY,thức ăn,positive};{FOOD#PRICES,giá,neutral}"
nhân viên nhiệt tình quan tâm thực khách và bổ sung rau liên tục điểm trừ là khu vực ăn bên ngoài khá nóng nên thêm quạt hơi nước hoặc mở rộng khu vực máy lạnh thì tốt hơn,"{nhân viên,nhiệt tình,positive};{khu vực ăn bên ngoài,nóng,negative}","{SERVICE#GENERAL,nhân viên,positive};{AMBIENCE#GENERAL,khu vực ăn bên ngoài,negative}"
mỗi lần muốn ăn cua mình đều ghé quán này vì đồ ăn nêm nếm khá ổn không gian cũng thoáng giá vừa phải nhưng nếu so với những quán chuyên về cua thì giá cua ở đây có phần cao hơn,"{nêm nếm,khá ổn,positive};{giá,vừa phải,neutral};{không gian,thoáng,positive};{giá cua,cao,negative}","{FOOD#QUALITY,nêm nếm,positive};{RESTAURANT#PRICES,giá,neutral};{AMBIENCE#GENERAL,không gian,positive};{FOOD#PRICES,giá cua,negative}"
lâu rồi mới quay lại cocodak không gian vẫn vậy nhân viên phục vụ nhanh,"{nhân viên phục vụ,nhanh,positive};{không gian,null,neutral}","{SERVICE#GENERAL,nhân viên phục vụ,positive};{AMBIENCE#GENERAL,không gian,neutral}"
"giá tuy hơi cao nhưng món ăn cực ngon nhân viên rất thân thiện không gian ấm cúng thoải mái , dễ chịu nói chung là đáng tiềm khi đến đây ăn","{nhân viên,thân thiện,positive};{món ăn,ngon,positive};{giá,cao,negative};{không gian,ấm cúng thoải mái,positive};{không gian,dễ chịu,positive}","{SERVICE#GENERAL,nhân viên,positive};{FOOD#QUALITY,món ăn,positive};{RESTAURANT#PRICES,giá,negative};{AMBIENCE#GENERAL,không gian,positive};{AMBIENCE#GENERAL,không gian,positive}"
thực đơn đa dạng có nhiều món từ tôm hùm tới ốc vòi voi giá cũng khá cao tôm hùm nhỏ thui mà num,"{menu,đa dạng,positive};{giá,cao,negative};{món,nhiều,positive};{tôm hùm,nhỏ,negative}","{FOOD#STYLE&OPTIONS,menu,positive};{RESTAURANT#PRICES,giá,negative};{FOOD#STYLE&OPTIONS,món,positive};{FOOD#STYLE&OPTIONS,tôm hùm,negative}"
đồ ăn chất lượng nhưng gia hơi đắt nhân viên vui vẻ quán lúc đầu ming tới con vắng sau đó thì rất đông các bàn đều được đặt hết,"{quán,đông,neutral};{đồ ăn,chất lượng,positive};{nhân viên,vui vẻ,positive};{gia,đắt,negative}","{RESTAURANT#GENERAL,quán,neutral};{FOOD#QUALITY,đồ ăn,positive};{SERVICE#GENERAL,nhân viên,positive};{FOOD#PRICES,gia,negative}"
nhân viên cũng vui vẻ món ăn cũng ngon nhưng khá chậm vì đông,"{nhân viên,vui vẻ,positive};{món ăn,ngon,positive};{null,chậm,negative};{null,đông,neutral}","{SERVICE#GENERAL,nhân viên,positive};{FOOD#QUALITY,món ăn,positive};{SERVICE#GENERAL,null,negative};{RESTAURANT#GENERAL,null,neutral}"
không gian nhỏ nhưng khá ấm cúng và yên tĩnh trang trí đẹp gọn gàng có bật nhạc phật nghe an nhàn lắm món chay khá ngon,"{món chay,ngon,positive};{nhạc phật,an nhàn,positive};{không gian,nhỏ,negative};{trang trí,đẹp gọn gàng,positive};{không gian,ấm cúng,positive};{không gian,yên tĩnh,positive}","{FOOD#QUALITY,món chay,positive};{RESTAURANT#MISCELLANEOUS,nhạc phật,positive};{AMBIENCE#GENERAL,không gian,negative};{AMBIENCE#GENERAL,trang trí,positive};{AMBIENCE#GENERAL,không gian,positive};{AMBIENCE#GENERAL,không gian,positive}"
"món ăn ngon , không gian và trang trí ổn , tuy nhiên chất lượng phục vụ chưa được tốt lắm cần phải chú ý hơn ,","{chất lượng phục vụ,chưa được tốt,negative};{món ăn,ngon,positive};{không gian,ổn,neutral};{trang trí,ổn,neutral}","{SERVICE#GENERAL,chất lượng phục vụ,negative};{FOOD#QUALITY,món ăn,positive};{AMBIENCE#GENERAL,không gian,neutral};{AMBIENCE#GENERAL,trang trí,neutral}"
quán món ăn khá ok tuy nhiên chất lượng nhân viên giữ xe thì quá tệ,"{chất lượng nhân viên giữ xe,tệ,negative};{món ăn,ok,neutral}","{SERVICE#GENERAL,chất lượng nhân viên giữ xe,negative};{FOOD#QUALITY,món ăn,neutral}"
mochi béo béo có phomai bên trong ăn sướng lắm các loại toping ăn cũng tạm được nhân viên rất nhiệt tình có hôm trời mưa mình không vào được quán thì gọi hẳn ngoài đường,"{nhân viên,nhiệt tình,positive};{mochi,béo béo,positive};{topping,tạm đc,neutral};{mochi,có phomai,positive}","{SERVICE#GENERAL,nhân viên,positive};{FOOD#QUALITY,mochi,positive};{FOOD#QUALITY,topping,neutral};{FOOD#STYLE&OPTIONS,mochi,positive}"
"thực đơn quán đa dạng , rất rất nhiều món để chọn , so với mặt bằng chung là giá hơi cao , sushi cá khá tươi , ăn ổn , không bị bở nhão","{Thực đơn,đa dạng,positive};{giá,cao,negative};{Sushi cá,tươi,positive};{Sushi cá,ổn,neutral}","{FOOD#STYLE&OPTIONS,Thực đơn,positive};{RESTAURANT#PRICES,giá,negative};{FOOD#STYLE&OPTIONS,Sushi cá,positive};{FOOD#QUALITY,Sushi cá,neutral}"
