input,ao,ap,cp
đồ ăn trên hàng rất dỡ nguội hải sản không tươi đồ ăn đồ nướng thì không đa dạng kêu nước cái ly trà kiwi giá tiền ly to mà đem ra ly nhỏ phục vụ thì kêu num lần mới nghe như không thèm phục vụ,"{kêu nước,null};{phục vụ,null};{đồ ăn,dỡ nguội};{hải sản,không tươii};{đồ nướng,ko đa dạng};{ly trà kiwi,null}","{kêu nước,negative};{phục vụ,negative};{đồ ăn,negative};{hải sản,negative};{đồ nướng,negative};{ly trà kiwi,neutral}","{SERVICE#GENERAL,negative};{SERVICE#GENERAL,negative};{FOOD#QUALITY,negative};{FOOD#STYLE&OPTIONS,negative};{FOOD#STYLE&OPTIONS,negative};{DRINKS#PRICES,neutral}"
"đồ ăn không có đặc sắc , không dở không ngon , nhưng so với giá thì chấp nhận được , nhân viên hiền dễ thương ,","{nhân viên,hiền dễ thương};{đồ ăn,null};{giá,chấp nhận đc}","{nhân viên,positive};{đồ ăn,neutral};{giá,neutral}","{SERVICE#GENERAL,positive};{FOOD#QUALITY,neutral};{RESTAURANT#PRICES,neutral}"
"không gian quán khá rộng , điểm trừ duy nhất hôm đấy mình đi là cái kẹp thịt ý , chưa được rửa với lau sạch","{không gian,rộng};{ cái kẹp thịt,null}","{không gian,positive};{ cái kẹp thịt,negative}","{AMBIENCE#GENERAL,positive};{RESTAURANT#MISCELLANEOUS,negative}"
"đồ uống ở đây cũng khá đa dạng và phong phú , nhưng giá khá đắt nhé .","{đồ uống,đa dạng};{giá,đắt};{đồ uống,phong phú}","{đồ uống,positive};{giá,negative};{đồ uống,positive}","{DRINKS#STYLE&OPTIONS,positive};{DRINKS#PRICES,negative};{DRINKS#STYLE&OPTIONS,positive}"
quán nhỏ khoảng num bàn nhưng khá khang trang và phong cách sạch sẽ,"{quán,khang trang};{phong cách,sạch sẽ};{quán,nhỏ}","{quán,positive};{phong cách,positive};{quán,negative}","{RESTAURANT#GENERAL,positive};{AMBIENCE#GENERAL,positive};{RESTAURANT#GENERAL,negative}"
"đồ ăn ngon giá cả vừa tầm , bày trí món ăn cũng rất đẹp","{Đồ ăn,ngon};{giá cả,vừa tầm};{bày trí món ăn,đẹp}","{Đồ ăn,positive};{giá cả,neutral};{bày trí món ăn,positive}","{FOOD#QUALITY,positive};{FOOD#PRICES,neutral};{FOOD#STYLE&OPTIONS,positive}"
"không gian : tầng num chọn mua đồ + thanh toán , tầng num để ngồi , có điều hòa + wifi 👏🏻👏🏻 .","{không gian,null};{điều hòa,null};{wifi,null}","{không gian,neutral};{điều hòa,positive};{wifi,positive}","{AMBIENCE#GENERAL,neutral};{RESTAURANT#MISCELLANEOUS,positive};{RESTAURANT#MISCELLANEOUS,positive}"
tối hôm qua mình có đến nhà hàng ăn cùng vài người bạn quản lý rất nhiệt tình và dễ thương tuy giá cả khá cao nhưng cảm thấy rất đáng đồng tiền bỏ ra vì đồ ăn ngon,"{quản lý,nhiệt tình};{đồ ăn,ngon};{giá cả,cao};{quản lý,dễ thương}","{quản lý,positive};{đồ ăn,positive};{giá cả,negative};{quản lý,positive}","{SERVICE#GENERAL,positive};{FOOD#QUALITY,positive};{RESTAURANT#PRICES,negative};{SERVICE#GENERAL,positive}"
"món ăn đa dạng kem cũng mềm , không gian mát lạnh nhưng chờ dai cổ","{kem,mềm};{món ăn,đa dạng};{không gian,mát lạnh};{null,null}","{kem,positive};{món ăn,positive};{không gian,positive};{null,negative}","{FOOD#QUALITY,positive};{FOOD#STYLE&OPTIONS,positive};{AMBIENCE#GENERAL,positive};{SERVICE#GENERAL,negative}"
"không gian thoáng mát rộng , thức ăn phong phú ! nhưng không được ngon hi vọng quán sẽ cải thiện tốt hơn thì chắc chắn mình sẽ quay lại","{thức ăn,không được ngon};{thức ăn,phong phú};{không gian,thoáng mát rộng}","{thức ăn,neutral};{thức ăn,positive};{không gian,positive}","{FOOD#QUALITY,neutral};{FOOD#STYLE&OPTIONS,positive};{AMBIENCE#GENERAL,positive}"
quán nằm ngay phố đi bộ quang cảnh trên cao ngắm phố nhân viên lịch sự dễ thương không gian rộng rãi thoáng đặc biệt là sạch sẽ món ăn chủ yếu là gà ngoài ra còn có mì ý,"{nhân viên,lịch sự dễ thương};{không gian,rộng rãi thoáng};{null,null};{view,trên cao};{món ăn,null}","{nhân viên,positive};{không gian,positive};{null,neutral};{view,neutral};{món ăn,neutral}","{SERVICE#GENERAL,positive};{AMBIENCE#GENERAL,positive};{LOCATION#GENERAL,neutral};{LOCATION#GENERAL,neutral};{FOOD#STYLE&OPTIONS,neutral}"
"sau khi đi ăn hôm qua , đồ ăn ở đây thật sự không ngon như trên hình , giá cả thì bình thường , chấm num star","{đồ ăn,không ngon};{giá cả,bình thường}","{đồ ăn,negative};{giá cả,neutral}","{FOOD#QUALITY,negative};{FOOD#PRICES,neutral}"
giá cao nên đồ ăn ngon bày biện đẹp mắt hương vị đặc sắc,"{đồ ăn,ngon};{hương vị,đặc sắc};{bày biện,đẹp mắt};{giá,cao}","{đồ ăn,positive};{hương vị,positive};{bày biện,positive};{giá,negative}","{FOOD#QUALITY,positive};{FOOD#QUALITY,positive};{FOOD#STYLE&OPTIONS,positive};{RESTAURANT#PRICES,negative}"
cái đường khó kiếm quá đi mà bánh tráng num da nghe ngộ mà ăn cầu kỳ quá nhưng cũng tạm được hix,"{cái đường,khó kiếm};{bánh tráng 2 da,cầu kỳ};{bánh tráng 2 da,tạm được}","{cái đường,negative};{bánh tráng 2 da,negative};{bánh tráng 2 da,neutral}","{LOCATION#GENERAL,negative};{FOOD#STYLE&OPTIONS,negative};{FOOD#QUALITY,neutral}"
"nước ngon , giá vừa túi tiền , nhân viên dễ thương lắm nha , sẽ quay lại mua ủng hộ quán tiếp","{Nước,ngon};{giá,vừa túi tiền};{nhân viên,dthuong}","{Nước,positive};{giá,neutral};{nhân viên,positive}","{DRINKS#QUALITY,positive};{DRINKS#PRICES,neutral};{SERVICE#GENERAL,positive}"
thịt ngon nhà hàng hơi đông nên lên món hơi lâu nhân viên phục vụ nhiệt tình,"{nhà hàng,đông};{lên món,lâu};{nhân viên phục vụ,nhiệt tình};{thịt,ngon}","{nhà hàng,neutral};{lên món,negative};{nhân viên phục vụ,positive};{thịt,positive}","{RESTAURANT#GENERAL,neutral};{SERVICE#GENERAL,negative};{SERVICE#GENERAL,positive};{FOOD#QUALITY,positive}"
phần bọn mình thì đồ ăn rất ngon lên món hơi chậm thôi nhưng chấp nhận được vì giờ trưa cao điểm khách vô nhiều không làm nhanh được là tất nhiên,"{lên món,chấp nhận được};{đồ ăn,ngon}","{lên món,neutral};{đồ ăn,positive}","{SERVICE#GENERAL,neutral};{FOOD#QUALITY,positive}"
"giá cả khá vừa phải , đồ ăn ổn , có chỗ để xe rất tiện , < num","{đồ ăn,ổn};{giá cả,vừa phải};{chỗ để xe,tiện}","{đồ ăn,neutral};{giá cả,neutral};{chỗ để xe,positive}","{FOOD#QUALITY,neutral};{RESTAURANT#PRICES,neutral};{RESTAURANT#MISCELLANEOUS,positive}"
đồ ăn tươi và ngon không gian hơi nhỏ lần đầu mình đến giờ trưa nên rất đông và ồn lần thứ hai thì vắng nên cảm giác dễ chịu hơn có điều cả hai lần mình đến thì thái độ nhân viên đều giống nhau không vui vẻ lắm,"{thái độ nv,không vui vẻ};{đồ ăn,tươi};{không gian,nhỏ};{đồ ăn,ngon}","{thái độ nv,negative};{đồ ăn,positive};{không gian,negative};{đồ ăn,positive}","{SERVICE#GENERAL,negative};{FOOD#STYLE&OPTIONS,positive};{AMBIENCE#GENERAL,negative};{FOOD#QUALITY,positive}"
chất lượng ổn giá không cao phục vụ dễ thương,"{chất lượng,ổn};{phục vụ,dễ thương};{giá,không cao}","{chất lượng,neutral};{phục vụ,positive};{giá,neutral}","{RESTAURANT#GENERAL,neutral};{SERVICE#GENERAL,positive};{RESTAURANT#PRICES,neutral}"
quán đông nhưng phục vụ thì nhanh cực kỳ .,"{quán,đông};{phục vụ,nhanh}","{quán,neutral};{phục vụ,positive}","{RESTAURANT#GENERAL,neutral};{SERVICE#GENERAL,positive}"
quán có khá nhiều loại nước lạ lạ nhưng giá đồ uống hơi cao,"{loại nước,nhiều};{giá đồ uống,cao};{nước,lạ lạ}","{loại nước,positive};{giá đồ uống,negative};{nước,neutral}","{DRINKS#STYLE&OPTIONS,positive};{DRINKS#PRICES,negative};{DRINKS#STYLE&OPTIONS,neutral}"
hồ có thêm cá nhưng không nhiều nhân viên phục vụ đông nhưng không nhiệt tình,"{nhân viên phục vụ,đông};{hồ,null};{nhân viên phục vụ,không nhiệt tình}","{nhân viên phục vụ,positive};{hồ,negative};{nhân viên phục vụ,negative}","{SERVICE#GENERAL,positive};{RESTAURANT#MISCELLANEOUS,negative};{SERVICE#GENERAL,negative}"
quán nằm trong khu aeon mal nên phù hợp cho gia đình nè nhưng không gian quán hơi hẹp và ít bàn ghế,"{không gian,hẹp};{null,khu aeon mall};{bàn ghế,ít}","{không gian,negative};{null,neutral};{bàn ghế,negative}","{AMBIENCE#GENERAL,negative};{LOCATION#GENERAL,neutral};{RESTAURANT#MISCELLANEOUS,negative}"
nếu như dùng gói giá tiền thì món ăn sẽ đa dạng hơn và sẽ được miễn phí nước ngọt refil thoải mái nên mình vẫn ưu tiên dùng gói giá tiền phục vụ mình thích đồng phục của nhân viên ở đây vì nó khá đẹp và lịch sự,"{đồng phục,đẹp};{null,null};{món ăn,đa dạng};{nước ngọt refill,free};{nước ngọt refill,thoải mái};{đồng phục,lịch sự}","{đồng phục,positive};{null,neutral};{món ăn,positive};{nước ngọt refill,positive};{nước ngọt refill,positive};{đồng phục,positive}","{RESTAURANT#MISCELLANEOUS,positive};{RESTAURANT#PRICES,neutral};{FOOD#STYLE&OPTIONS,positive};{FOOD#STYLE&OPTIONS,positive};{FOOD#STYLE&OPTIONS,positive};{RESTAURANT#MISCELLANEOUS,positive}"
quán sạch sẽ phục vụ cẩn thận giá tầm giá tiền nhé hơi chát xíu,"{quán,sạch sẽ};{phục vụ,cẩn thận};{giá,chát}","{quán,positive};{phục vụ,positive};{giá,negative}","{RESTAURANT#GENERAL,positive};{SERVICE#GENERAL,positive};{RESTAURANT#PRICES,negative}"
"quán đẹp , đồ ăn ngon , món ăn đa dạng nhưng nhân viên cọc cằn khó chịu , mong quán sửa lại lỗi của nhân viên ạ","{nhân viên,cọc cằn khó chịu};{đồ ăn,ngon};{món ăn,đa dạng};{quán,đẹp}","{nhân viên,negative};{đồ ăn,positive};{món ăn,positive};{quán,positive}","{SERVICE#GENERAL,negative};{FOOD#QUALITY,positive};{FOOD#STYLE&OPTIONS,positive};{RESTAURANT#GENERAL,positive}"
"đồ ăn ngon , lên món nhanh , mỗi việc lấy đũa muỗng hơi rắc rối tí","{Đồ ăn,ngon};{lên món,nhanh};{lấy đũa muỗng,rắc rối}","{Đồ ăn,positive};{lên món,positive};{lấy đũa muỗng,negative}","{FOOD#QUALITY,positive};{SERVICE#GENERAL,positive};{RESTAURANT#MISCELLANEOUS,negative}"
mì cay ở đây thì ngon rồi nhân viên cũng ok riêng có điều lúc mình sang quày thanh toán thì bạn thu ngân khuôn mặt vênh vênh thế nào ấy khiến mình cũng hơi khó chịu tầng num nvl,"{nhân viên,ok};{bạn thu ngân,null};{mì cay,ngon}","{nhân viên,neutral};{bạn thu ngân,negative};{mì cay,positive}","{SERVICE#GENERAL,neutral};{SERVICE#GENERAL,negative};{FOOD#QUALITY,positive}"
túm lại là ngon nhưng kể ra cũng hơi đắt,"{null,ngon};{null,đắt}","{null,positive};{null,negative}","{RESTAURANT#GENERAL,positive};{RESTAURANT#PRICES,negative}"
ăn khá ngon không gian yên tĩnh có điều giá khá là cao,"{null,ngon};{giá,cao};{không gian,yên tĩnh}","{null,positive};{giá,negative};{không gian,positive}","{FOOD#QUALITY,positive};{RESTAURANT#PRICES,negative};{AMBIENCE#GENERAL,positive}"
ở đây đồ ăn làm ngon nhưng phục vụ cực kì không tốt,"{phục vụ,ko tốt};{đồ ăn,ngon}","{phục vụ,negative};{đồ ăn,positive}","{SERVICE#GENERAL,negative};{FOOD#QUALITY,positive}"
món ăn ngon mỗi tội giá cả hơi cao cho sinh viên vào ăn không gian đẹp sang trọng sạch sẽ,"{món ăn,ngon};{giá cả,cao};{không gian,đẹp sang trọng sạch sẽ}","{món ăn,positive};{giá cả,negative};{không gian,positive}","{FOOD#QUALITY,positive};{RESTAURANT#PRICES,negative};{AMBIENCE#GENERAL,positive}"
món ăn ra hơi lâu đem về nhà ăn mình cảm nhận phần nước khá ngon ngọt thanh phần mì ổn nhưng hải sản như mực thì dai tôm thì dạng đông lạnh nên ăn hơi chán chỉ có rau củ thấy tươi ngon,"{nước,ngon ngọt thanh};{mì,ổn};{mực,dai};{tôm,chán};{rau củ,tươi};{món ăn ra,lâu};{rau củ,ngon}","{nước,positive};{mì,neutral};{mực,negative};{tôm,negative};{rau củ,positive};{món ăn ra,negative};{rau củ,positive}","{FOOD#QUALITY,positive};{FOOD#QUALITY,neutral};{FOOD#QUALITY,negative};{FOOD#QUALITY,negative};{FOOD#STYLE&OPTIONS,positive};{SERVICE#GENERAL,negative};{FOOD#QUALITY,positive}"
thức ăn ngon nữa nên đương nhiên là giá cao nhưng rất xứng đáng,"{thức ăn,ngon};{giá,cao}","{thức ăn,positive};{giá,negative}","{FOOD#QUALITY,positive};{FOOD#PRICES,negative}"
"thực đơn đa dạng , phong phú , nhân viên phục vụ cũng rất thân thiện , giá cả tuy hơi cao , nhưng rất đáng với chất lượng , nhất định sẽ quay lại","{nhân viên phục vụ,thân thiện};{menu,đa dạn};{giá cả,cao}","{nhân viên phục vụ,positive};{menu,positive};{giá cả,negative}","{SERVICE#GENERAL,positive};{FOOD#STYLE&OPTIONS,positive};{RESTAURANT#PRICES,negative}"
đến ăn thấy quán sang đẹp đồ ăn ok mà có điều nhân viên phục vụ khá chậm,"{nhân viên phục vụ,chậm};{đồ ăn,oke};{quán,sang đẹp}","{nhân viên phục vụ,negative};{đồ ăn,neutral};{quán,positive}","{SERVICE#GENERAL,negative};{FOOD#QUALITY,neutral};{RESTAURANT#GENERAL,positive}"
"nước ngon , giá không mắc quá , mình ăn desert flab beries yogurt thấy khá ok và vô cùng đẹp mắt , thích hợp sống ảo .","{flab berries yogurt,đẹp mắt};{giá,ko mắc};{nước,ngon};{flab berries yogurt,ok};{null,null}","{flab berries yogurt,positive};{giá,neutral};{nước,positive};{flab berries yogurt,neutral};{null,positive}","{DRINKS#STYLE&OPTIONS,positive};{DRINKS#PRICES,neutral};{DRINKS#QUALITY,positive};{DRINKS#QUALITY,neutral};{RESTAURANT#GENERAL,positive}"
đồ ăn ngon mà gặp nhân viên gọi đồ ăn thấy chán quá,"{Đồ ăn,ngon};{nhân viên oder,chán}","{Đồ ăn,positive};{nhân viên oder,negative}","{FOOD#QUALITY,positive};{SERVICE#GENERAL,negative}"
được chị làm cùng mời mình thử trà trái cây toping đầy ụ í trà tạm ổn ly nước to chà bá,"{topping,đầy};{ly nước,to};{trà,tạm ổn}","{topping,positive};{ly nước,positive};{trà,neutral}","{DRINKS#STYLE&OPTIONS,positive};{DRINKS#STYLE&OPTIONS,positive};{DRINKS#QUALITY,neutral}"
nhân viên thì nhiệt tình nhanh nhẹn và lịch sự có mỗi món ăn là ra hơi lâu hén còn chất lượng thì ổn,"{nhân viên,lịch sự};{null,lâu};{nhân viên,nhiệt tình nhanh nhẹn};{chất lượng,ổn}","{nhân viên,positive};{null,negative};{nhân viên,positive};{chất lượng,neutral}","{SERVICE#GENERAL,positive};{SERVICE#GENERAL,negative};{SERVICE#GENERAL,positive};{FOOD#QUALITY,neutral}"
ngoại trừ thái độ nhân viên ngọc lan ra thì mọi thứ còn lại đều ok,"{thái độ nhân viên,null};{mọi thứ,ok}","{thái độ nhân viên,negative};{mọi thứ,neutral}","{SERVICE#GENERAL,negative};{RESTAURANT#GENERAL,neutral}"
dĩa cơm sạch sẽ và an toàn không gian ok có máy lạnh buổi trưa ăn num lần trong tuần thì được vì giá cũng khá cao so với cơm tấm mộc thì món ăn mình thấy ở đây ok hơn,"{món ăn,okie};{giá,cao};{không gian,okie};{dĩa cơm,an toàn};{máy lạnh,có};{dĩa cơm,sạch sẽ}","{món ăn,neutral};{giá,negative};{không gian,neutral};{dĩa cơm,positive};{máy lạnh,positive};{dĩa cơm,positive}","{FOOD#QUALITY,neutral};{RESTAURANT#PRICES,negative};{AMBIENCE#GENERAL,neutral};{FOOD#STYLE&OPTIONS,positive};{RESTAURANT#MISCELLANEOUS,positive};{FOOD#STYLE&OPTIONS,positive}"
thức ăn vừa miệng giá cũng không quá mắc,"{thức ăn,vừa miệng};{giá,không quá mắc}","{thức ăn,positive};{giá,neutral}","{FOOD#QUALITY,positive};{FOOD#PRICES,neutral}"
nhân viên nhiệt tình quan tâm thực khách và bổ sung rau liên tục điểm trừ là khu vực ăn bên ngoài khá nóng nên thêm quạt hơi nước hoặc mở rộng khu vực máy lạnh thì tốt hơn,"{nhân viên,nhiệt tình};{khu vực ăn bên ngoài,nóng}","{nhân viên,positive};{khu vực ăn bên ngoài,negative}","{SERVICE#GENERAL,positive};{AMBIENCE#GENERAL,negative}"
mỗi lần muốn ăn cua mình đều ghé quán này vì đồ ăn nêm nếm khá ổn không gian cũng thoáng giá vừa phải nhưng nếu so với những quán chuyên về cua thì giá cua ở đây có phần cao hơn,"{nêm nếm,khá ổn};{giá,vừa phải};{không gian,thoáng};{giá cua,cao}","{nêm nếm,positive};{giá,neutral};{không gian,positive};{giá cua,negative}","{FOOD#QUALITY,positive};{RESTAURANT#PRICES,neutral};{AMBIENCE#GENERAL,positive};{FOOD#PRICES,negative}"
lâu rồi mới quay lại cocodak không gian vẫn vậy nhân viên phục vụ nhanh,"{nhân viên phục vụ,nhanh};{không gian,null}","{nhân viên phục vụ,positive};{không gian,neutral}","{SERVICE#GENERAL,positive};{AMBIENCE#GENERAL,neutral}"
"giá tuy hơi cao nhưng món ăn cực ngon nhân viên rất thân thiện không gian ấm cúng thoải mái , dễ chịu nói chung là đáng tiềm khi đến đây ăn","{nhân viên,thân thiện};{món ăn,ngon};{giá,cao};{không gian,ấm cúng thoải mái};{không gian,dễ chịu}","{nhân viên,positive};{món ăn,positive};{giá,negative};{không gian,positive};{không gian,positive}","{SERVICE#GENERAL,positive};{FOOD#QUALITY,positive};{RESTAURANT#PRICES,negative};{AMBIENCE#GENERAL,positive};{AMBIENCE#GENERAL,positive}"
