task,raw_input,input,output,raw_output
acsa,Món nào cũng dễ ăn.,món nào cũng dễ ăn .,chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}"
acsa,Mình còn gọi thêm Peach tea and lemongrass( trà đào với sả)( 65 k).,mình còn gọi thêm peach tea và lemongras ( trà đào với sả ) ( giá tiền hông ) .,giá tiền đồ uống tạm và lựa chọn đồ uống tạm,"{DRINKS#PRICES, neutral}, {DRINKS#STYLE&OPTIONS, neutral}"
acsa,Matcha Latte thì bỏ hơi nhiều cà phê nên mất vị matcha.,matcha late thì bỏ hơi nhiều cà phê nên mất vị matcha .,lựa chọn đồ uống tệ,"{DRINKS#STYLE&OPTIONS, negative}"
acsa,Giá cao nên không ăn thường xuyên được.,giá cao nên không ăn thường xuyên được .,giá tiền nhà hàng tệ,"{RESTAURANT#PRICES, negative}"
acsa,"- 300 gram bò nạc vai có gân khá ngon, sốt rượu vang đỏ mình khá thích, khoai tây chiên giòn nóng hổi, mực calamari mang ra cũng vẫn nóng ăn với sốt có sẵn và tương ớt ngon lắm nhé.","- num gram bò nạc vai có gân khá ngon , sốt rượu vang đỏ mình khá thích , khoai tây chiên giòn nóng hổi , mực calamari mang ra cũng vẫn nóng ăn với sốt có sẵn và tương ớt ngon lắm nhé .",lựa chọn đồ ăn tạm và chất lượng đồ ăn tốt,"{FOOD#STYLE&OPTIONS, neutral}, {FOOD#QUALITY, positive}"
acsa,Quán khá nhỏ nhưng trang trí nhìn ấm cúng lắm :))).,quán khá nhỏ nhưng trang trí nhìn ấm cúng lắm : ) ) ) .,không gian tạm,"{AMBIENCE#GENERAL, neutral}"
acsa,"Vịt khá nhiều, rau gỏi cũng nhiều 3 đứa ăn ná thở luôn.","vịt khá nhiều , rau gỏi cũng nhiều num đứa ăn ná thở luôn .",lựa chọn đồ ăn tốt,"{FOOD#STYLE&OPTIONS, positive}"
acsa,Nhân viên Phúc Long đúng là k chê vào đâu được:d.,nhân viên phúc long đúng là không chê vào đâu được : do .,phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,"Hqua 10h hơn ghé đây ún nước 8, kiu 1 ly trà hongkong váng sữa 43k ngon hết sẩy 😍😍.","hqua num h hơn ghé đây uống nước num , kiu num ly trà hongkong váng sữa giá tiền ngon hết sẩy tốt tốt .",giá tiền đồ uống tạm và chất lượng đồ uống tốt,"{DRINKS#PRICES, neutral}, {DRINKS#QUALITY, positive}"
acsa,"Nhìn chung là cũng sạch sẽ, cô chú chủ quán khá nhiệt tình.","nhìn chung là cũng sạch sẽ , cô chú chủ quán khá nhiệt tình .",phục vụ tốt và nhà hàng nói chung tốt,"{SERVICE#GENERAL, positive}, {RESTAURANT#GENERAL, positive}"
acsa,Nói chung là quá tệ.,nói chung là quá tệ .,nhà hàng nói chung tệ,"{RESTAURANT#GENERAL, negative}"
acsa,"Cơm ăn ổn, sốt ngon nhưng kiểu hơi lạ, ko giống mấy NH HQ thường ăn và có 1 chén cho 2 thố cơm thôi nên hơi ít.","cơm ăn ổn , sốt ngon nhưng kiểu hơi lạ , không giống mấy nhưng hq thường ăn và có num chén cho num thố cơm thôi nên hơi ít .",lựa chọn đồ ăn tệ và chất lượng đồ ăn tốt,"{FOOD#STYLE&OPTIONS, negative}, {FOOD#QUALITY, positive}"
acsa,"Mình gọi thêm bánh red velvet ăn kèm cơ mà không hợp lắm, bánh quá tơi, mùi vị không quá nổi bật.","mình gọi thêm bánh red velvet ăn kèm cơ mà không hợp lắm , bánh quá tơi , mùi vị không quá nổi bật .",chất lượng đồ ăn tạm và lựa chọn đồ ăn tệ,"{FOOD#QUALITY, neutral}, {FOOD#STYLE&OPTIONS, negative}"
acsa,"Tàu hu cali ăn là biết nấu bằng bột chứ không theo cách truyền thống, vị không đặc sắc.","tàu hu cali ăn là biết nấu bằng bột chứ không theo cách truyền thống , vị không đặc sắc .",chất lượng đồ ăn tạm,"{FOOD#QUALITY, neutral}"
acsa,"Bọn mình gọi 1 khoai, 20 nem, 4 phomai, 2 caramen, 1 chè thái và 1 sữa chua nếp cẩm thanh toán hết 183k khá ổn dạ cho bốn đứa.","bọn mình gọi num khoai , num nem , num phomai , num caramen , num chè thái và num sữa chua nếp cẩm thanh toán hết giá tiền khá ổn dạ cho bốn đứa .",lựa chọn đồ ăn tốt và giá tiền đồ ăn tạm,"{FOOD#STYLE&OPTIONS, positive}, {FOOD#PRICES, neutral}"
acsa,Điểm mình không ưng ý đó là đồ đem lên cho khách bị thiếu mà mãi sau không thấy đâu.,điểm mình không ưng ý đó là đồ đem lên cho khách bị thiếu mà mãi sau không thấy đâu .,phục vụ tệ,"{SERVICE#GENERAL, negative}"
acsa,"Nhưng bạn kế bên quê ở Sa Đéc nói là phở ở dưới ngon hơn nhiều, phở ở đây ăn bình thường quá.","nhưng bạn kế bên quê ở sa đéc nói là phở ở dưới ngon hơn nhiều , phở ở đây ăn bình thường quá .",chất lượng đồ ăn tạm,"{FOOD#QUALITY, neutral}"
acsa,Lại giữ chìa khoá xe cho khách nên không thích lắm.,lại giữ chìa khoá xe cho khách nên không thích lắm .,vấn đề khác tệ,"{RESTAURANT#MISCELLANEOUS, negative}"
acsa,"- Matcha Latte Milk Foam Jelly:Đậm vị Matcha, hơi đắng, ko ngọt, có điều lớp Milk foam ở trên uống được nhưng nhìn thấy ghê quá 😂, nó bấy nhầy :)).","- matcha late milk foam jely : đậm vị matcha , hơi đắng , không ngọt , có điều lớp milk foam ở trên uống được nhưng nhìn thấy ghê quá tốt , nó bấy nhầy : ) ) .",lựa chọn đồ uống tệ và chất lượng đồ uống tạm,"{DRINKS#STYLE&OPTIONS, negative}, {DRINKS#QUALITY, neutral}"
acsa,"^ ^ trà đậm vị, thơm, uống ngon, không ngọt gắt.","^ ^ trà đậm vị , thơm , uống ngon , không ngọt gắt .",chất lượng đồ uống tốt,"{DRINKS#QUALITY, positive}"
acsa,"Vị trà thái đỏ này mình thấy hơi nhiều vị sữa đường, hơi ít vị trà.","vị trà thái đỏ này mình thấy hơi nhiều vị sữa đường , hơi ít vị trà .",chất lượng đồ uống tạm và lựa chọn đồ uống tạm,"{DRINKS#QUALITY, neutral}, {DRINKS#STYLE&OPTIONS, neutral}"
acsa,Quán ngay Bic C Miền Đông.,quán ngay bic c miền đông .,địa chỉ tạm,"{LOCATION#GENERAL, neutral}"
acsa,"Nói chung ngon thần thánh lắm, k biết diễn tả sao.","nói chung ngon thần thánh lắm , không biết diễn tả sao .",nhà hàng nói chung tốt,"{RESTAURANT#GENERAL, positive}"
acsa,Đồ ún ở đây thì ok phù hợp giá tiền.,đồ uống ở đây thì ok phù hợp giá tiền .,chất lượng đồ uống tốt và giá tiền đồ uống tạm,"{DRINKS#QUALITY, positive}, {DRINKS#PRICES, neutral}"
acsa,"Giá cả bên đây thì khỏi nói rồi, thuộc dạng mắc nhất trong các loại trà sữa bù lại thì thương hiệu và chất lượng.","giá cả bên đây thì khỏi nói rồi , thuộc dạng mắc nhất trong các loại trà sữa bù lại thì thương hiệu và chất lượng .",giá tiền nhà hàng tệ và nhà hàng nói chung tốt,"{RESTAURANT#PRICES, negative}, {RESTAURANT#GENERAL, positive}"
acsa,Ở Tiền Giang thì Lộc Phố khá nổi tiếng rồi.,ở tiền giang thì lộc phố khá nổi tiếng rồi .,nhà hàng nói chung tốt,"{RESTAURANT#GENERAL, positive}"
acsa,"Mùi vị vừa ăn, thị bò mềm, nóng là những từ ngữ mà mình đang diễn tả món bò mình đả ăn ở quán này.","mùi vị vừa ăn , thị bò mềm , nóng là những từ ngữ mà mình đang diễn tả món bò mình đả ăn ở quán này .",chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}"
acsa,"Thấy trà sữa cũng bình thường hok hiểu sao lúc nào cũng đông, chắc tuỳ khẩu vị.","thấy trà sữa cũng bình thường không hiểu sao lúc nào cũng đông , chắc tuỳ khẩu vị .",nhà hàng nói chung tạm và chất lượng đồ uống tạm,"{RESTAURANT#GENERAL, neutral}, {DRINKS#QUALITY, neutral}"
acsa,Nhg chắc vì lạ miệng nên mình thíc ăn.,nhưng chắc vì lạ miệng nên mình thích ăn .,chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}"
acsa,Có những hôm thèm bông lan trứng muối mà lười lọ mọ thì lên mạng tìm ngay để được ship tận răng 😂.,có những hôm thèm bông lan trứng muối mà lười lọ mọ thì lên mạng tìm ngay để được vận chuyển tận răng tốt .,phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,"Còn desserts thì có Red velvet cake là đặc sắc nhất, ngoài ra thì mình thấy brownie và ice cream ngon xuất sắc, double chocolate cake thì không được ngon cho lắm vì béo ngán quá.","còn deserts thì có red velvet cake là đặc sắc nhất , ngoài ra thì mình thấy brownie và ice cream ngon xuất sắc , double chocolate cake thì không được ngon cho lắm vì béo ngán quá .",chất lượng đồ ăn tốt và lựa chọn đồ ăn tạm,"{FOOD#QUALITY, positive}, {FOOD#STYLE&OPTIONS, neutral}"
acsa,"Vào có chào khách, order đồ xong thì bảo mình ngồi ghế đợi( vì mình quen đứng đợi) điểm đầu tiên mình thích.","vào có chào khách , order đồ xong thì bảo mình ngồi ghế đợi ( vì mình quen đứng đợi ) điểm đầu tiên mình thích .",phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,"Các loại nước của quán cũng đa dạng, từ cafe đến soda, các loại nước trái cây và đá xay.","các loại nước của quán cũng đa dạng , từ cafe đến soda , các loại nước trái cây và đá xay .",lựa chọn đồ uống tốt,"{DRINKS#STYLE&OPTIONS, positive}"
acsa,"Gà hơi mặn, bắp cải trộn hơi ngọt.","gà hơi mặn , bắp cải trộn hơi ngọt .",chất lượng đồ ăn tệ và lựa chọn đồ ăn tạm,"{FOOD#QUALITY, negative}, {FOOD#STYLE&OPTIONS, neutral}"
acsa,Ts khoai môn vs trân châu tím bình thường thơm mùi khoai môn lắm mà hôm nay chỉ nhạt nhạt chả đậm đà như bình thường.,ts khoai môn với trân châu tím bình thường thơm mùi khoai môn lắm mà hôm nay chỉ nhạt nhạt chả đậm đà như bình thường .,chất lượng đồ uống tệ,"{DRINKS#QUALITY, negative}"
acsa,"Cái cậu nhân viên xào nấu hải sản, rau gì ấy có vẻ rất khó chịu.","cái cậu nhân viên xào nấu hải sản , rau gì ấy có vẻ rất khó chịu .",phục vụ tệ,"{SERVICE#GENERAL, negative}"
acsa,"Còn lại đồ ăn và đồng uống ở đây cũng bình thường thì không có nhiều thay đổi quanh đi quẩn lại thì chỉ có vài món, món mới cũng có nhưng rất ít mà tính mình lại thích khám phá mấy món mới lạ chút.","còn lại đồ ăn và đồng uống ở đây cũng bình thường thì không có nhiều thay đổi quanh đi quẩn lại thì chỉ có vài món , món mới cũng có nhưng rất ít mà tính mình lại thích khám phá mấy món mới lạ chút .",chất lượng đồ ăn tạm và chất lượng đồ uống tạm và lựa chọn đồ ăn tệ và lựa chọn đồ uống tệ,"{FOOD#QUALITY, neutral}, {DRINKS#QUALITY, neutral}, {FOOD#STYLE&OPTIONS, negative}, {DRINKS#STYLE&OPTIONS, negative}"
acsa,À wc cũng đẹp với sạch lắm.,à nhà vệ sinh cũng đẹp với sạch lắm .,vấn đề khác tốt,"{RESTAURANT#MISCELLANEOUS, positive}"
acsa,Style bàn ghế ngồi hơi ko thoải mái.,kiểu bàn ghế ngồi hơi không thoải mái .,vấn đề khác tệ,"{RESTAURANT#MISCELLANEOUS, negative}"
acsa,"Cơm vs sườn phô mai là món mình thích nhất, chua chua ngọt ngọt mà cơm vẫn nóng, tẩm ướp rất vừa miệng.","cơm với sườn phô mai là món mình thích nhất , chua chua ngọt ngọt mà cơm vẫn nóng , tẩm ướp rất vừa miệng .",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt,"{FOOD#STYLE&OPTIONS, positive}, {FOOD#QUALITY, positive}"
acsa,Còn muốn làm trà k có sẵn như trà vải thì thêm siro vào là được.,còn muốn làm trà không có sẵn như trà vải thì thêm siro vào là được .,lựa chọn đồ uống tạm,"{DRINKS#STYLE&OPTIONS, neutral}"
acsa,Đi huổi trưa bạn nhân viên nào cũng thân thiện.,đi huổi trưa bạn nhân viên nào cũng thân thiện .,phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,"Vị trí:nằm trên Lê Ngô Cát, từ Điện Biên Phủ cua phải qua xíu là sẽ thấy, đường này khuất dễ lố.","vị trí : nằm trên lê ngô cát , từ điện biên phủ cua phải qua xíu là sẽ thấy , đường này khuất dễ lố .",địa chỉ tạm,"{LOCATION#GENERAL, neutral}"
acsa,Hải sản ở đây lúc nào cũng tươi ngon.,hải sản ở đây lúc nào cũng tươi ngon .,chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}"
acsa,Món được giao đến khá nhanh.,món được giao đến khá nhanh .,phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,Plan thì cũng bình thường.,plan thì cũng bình thường .,chất lượng đồ ăn tạm,"{FOOD#QUALITY, neutral}"
acsa,Sợi mì quảng khá to và dày.,sợi mì quảng khá to và dày .,lựa chọn đồ ăn tốt,"{FOOD#STYLE&OPTIONS, positive}"
acsa,Mình mới kêu lạnh với bạn mình đã thấy e nhân viên lật đật chạy đi tắt quạT dù chưa bảo.,mình mới kêu lạnh với bạn mình đã thấy em nhân viên lật đật chạy đi tắt quạt dù chưa bảo .,phục vụ tốt,"{SERVICE#GENERAL, positive}"
acsa,Quán trông cũng không có gì đặc biệt vì không rộng.,quán trông cũng không có gì đặc biệt vì không rộng .,nhà hàng nói chung tạm và không gian tệ,"{RESTAURANT#GENERAL, neutral}, {AMBIENCE#GENERAL, negative}"
acsa,"Gọi T, bone 500g, Hokubee Rip Eye 200g, Top Blade 300g, Caesar Salad, Greek Shrimp Salad, Seafood Pasta và Bolognese Pasta, 1 topping Bó Xôi Xào Tỏi, 3 lon Sapporo, 2 Soda chanh, 1 Coca light.","gọi thứ , bone num g , hokube rip eye num g , hạng blade num g , caesar salad , grek shrimp salad , seafod pasta và bolognese pasta , num toping bó xôi xào tỏi , num lon saporo , num soda chanh , num coca light .",lựa chọn đồ ăn tạm và lựa chọn đồ uống tạm,"{FOOD#STYLE&OPTIONS, neutral}, {DRINKS#STYLE&OPTIONS, neutral}"
acsa,"Tuy nhiên nước sốt hơi mặn, có thể vì mình không dùng kèm với bánh mì.","tuy nhiên nước sốt hơi mặn , có thể vì mình không dùng kèm với bánh mì .",chất lượng đồ ăn tạm,"{FOOD#QUALITY, neutral}"
acsa,"Quán trang trí theo phong cách cổ điển, nhẹ nhàng, nhìn ấm cúng và dễ chịu lắm.","quán trang trí theo phong cách cổ điển , nhẹ nhàng , nhìn ấm cúng và dễ chịu lắm .",không gian tốt,"{AMBIENCE#GENERAL, positive}"
acsa,"Nhìn chung là đồ ăn chất, các loại thịt tẩm ướp vừa phải.","nhìn chung là đồ ăn chất , các loại thịt tẩm ướp vừa phải .",chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}"
acsa,"Không gian quán phù hợp với tổ chức sinh nhật, liên hoan, họp lớp.","không gian quán phù hợp với tổ chức sinh nhật , liên hoan , họp lớp .",không gian tốt,"{AMBIENCE#GENERAL, positive}"
acsa,Quán tầm chiều 5h hơn cũng ko đông lắm.,quán tầm chiều num h hơn cũng không đông lắm .,nhà hàng nói chung tạm,"{RESTAURANT#GENERAL, neutral}"
acsa,Ben nay Ngoi ăn k rất là ngán.,ben nay ngoi ăn không rất là ngán .,chất lượng đồ ăn tệ,"{FOOD#QUALITY, negative}"
acsa,"mình đi nhóm 9 người, kêu 2 lẩu, 1 mì xào hải sản, với 3,4 dĩa gì quên rùi, 17 bia, 3 nước ngọt.","mình đi nhóm num người , kêu num lẩu , num mì xào hải sản , với num , num dĩa gì quên rùi , num bia , num nước ngọt .",lựa chọn đồ ăn tạm,"{FOOD#STYLE&OPTIONS, neutral}"
acsa,"Mình gọi 1 suất nui xào bò, chờ hơi lâu mới có đồ ăn mặc dù lúc đó trong quán mình thấy không đông lắm.","mình gọi num suất nui xào bò , chờ hơi lâu mới có đồ ăn mặc dù lúc đó trong quán mình thấy không đông lắm .",phục vụ tệ và nhà hàng nói chung tạm,"{SERVICE#GENERAL, negative}, {RESTAURANT#GENERAL, neutral}"
